running 1476 tests
test scan_orchestrator::tests::core_sample_without_stratum_uses_full_population ... ok
test scan_orchestrator::tests::dry_run_plan_empty_analyses ... ok
test scan_orchestrator::tests::dry_run_plan_shows_external_deps ... ok
test scan_orchestrator::tests::dry_run_plan_shows_layers_and_deps ... ok
test scan_orchestrator::tests::dry_run_plan_shows_skipped_functions ... ok
test scan_orchestrator::tests::execution_record_from_result_builds_correctly ... ok
test scan_orchestrator::tests::execution_record_from_result_hashes_inputs_consistently ... ok
test scan_orchestrator::tests::format_parallel_scan_report_no_skipped ... ok
test scan_orchestrator::tests::format_parallel_scan_report_shows_workers_and_skipped ... ok
test scan_orchestrator::tests::format_scan_report_includes_sampling_context ... ok
test scan_orchestrator::tests::format_scan_report_includes_skipped_functions ... ok
test scan_orchestrator::tests::format_scan_report_mixed_expected_and_errors ... ok
test scan_orchestrator::tests::format_scan_report_no_sampling_context_omits_header ... ok
test scan_orchestrator::tests::format_scan_report_no_skipped_functions_omits_section ... ok
test scan_orchestrator::tests::format_scan_report_shows_test_order ... ok
test scan_orchestrator::tests::format_scan_report_single_function_no_deps ... ok
test scan_orchestrator::tests::load_config_candidate_inputs_returns_args_from_config ... ok
test scan_orchestrator::tests::load_config_candidate_inputs_returns_empty_without_config_dir ... ok
test protocol::tests::prop_tests::request_round_trips ... ok
test scan_orchestrator::tests::load_config_candidate_inputs_returns_empty_for_unmatched_function ... ok
test scan_orchestrator::tests::parallel_scan_single_worker ... ok
test scan_orchestrator::tests::parallel_scan_persists_behavior_maps_to_cache ... ok
test scan_orchestrator::tests::parallel_scan_timeout_total_zero_skips_all ... ok
test scan_orchestrator::tests::stratum_only_filters_layers_correctly ... ok
test scan_orchestrator::tests::stratum_then_core_sample_budget_on_filtered_set ... ok
test protocol::tests::prop_tests::response_round_trips ... ok
test scm::tests::test_detect_provider_in_git_repo ... ok
test export::tests::proptests::vitest_export_structural_validity ... ok
test scm::tests::test_detect_provider_not_a_repo ... ok
test export::tests::proptests::jest_export_structural_validity ... ok
test scm::tests::test_parse_file_list_blank_lines ... ok
test scm::tests::test_parse_file_list_basic ... ok
test scm::tests::test_parse_file_list_empty ... ok
test scm::tests::test_parse_file_list_trailing_whitespace ... ok
test scope::tests::acceptance_test_node_modules_mocked_lodash_passthrough ... ok
test scope::tests::classify_dependency_default_is_analyze ... ok
test scope::tests::classify_dependency_passthrough ... ok
test scope::tests::default_config_has_sensible_values ... ok
test scope::tests::classify_dependency_mock ... ok
test scope::tests::from_file_missing_file_returns_io_error ... ok
test scope::tests::from_file_invalid_yaml_returns_parse_error ... ok
test scope::tests::from_file_valid_yaml ... ok
test scope::tests::is_included_excludes_matching_patterns ... ok
test scope::tests::is_included_matches_include_patterns ... ok
test scope::tests::is_included_with_no_include_patterns_includes_everything ... ok
test scope::tests::yaml_round_trip ... ok
test scope::tests::passthrough_takes_precedence_over_mock ... ok
test shrink::tests::candidates_never_contain_original ... ok
test shrink::tests::no_duplicate_candidates ... ok
test shrink::tests::prop_tests::shrink_empty_array_minimal ... ok
test shrink::tests::prop_tests::shrink_empty_string_minimal ... ok
test shrink::tests::prop_tests::shrink_false_minimal ... ok
test scm::tests::test_diff_files_against_head ... ok
test shrink::tests::prop_tests::shrink_float_candidates_are_floats ... ok
test shrink::tests::prop_tests::shrink_int_abs_leq_or_boundary ... ok
test shrink::tests::prop_tests::shrink_array_len_leq_original ... ok
test shrink::tests::prop_tests::shrink_int_candidates_are_ints ... ok
test shrink::tests::prop_tests::shrink_never_contains_original_float ... ok
test shrink::tests::prop_tests::shrink_never_contains_original_int ... ok
test shrink::tests::prop_tests::shrink_null_nullable_minimal ... ok
test shrink::tests::prop_tests::shrink_no_duplicates_int ... ok
test shrink::tests::prop_tests::shrink_never_contains_original_str ... ok
test shrink::tests::prop_tests::shrink_zero_int_minimal ... ok
test shrink::tests::shrink_array_empty_already_minimal ... ok
test shrink::tests::prop_tests::shrink_str_candidates_are_strings ... ok
test shrink::tests::shrink_array_multiple_elements ... ok
test shrink::tests::shrink_array_single_element ... ok
test shrink::tests::shrink_bool_false_already_minimal ... ok
test shrink::tests::shrink_bool_true ... ok
test shrink::tests::shrink_complex_returns_empty ... ok
test shrink::tests::shrink_float_positive ... ok
test shrink::tests::shrink_float_zero_already_minimal ... ok
test shrink::tests::shrink_int_negative ... ok
test shrink::tests::shrink_int_one_no_duplicate ... ok
test shrink::tests::shrink_int_positive ... ok
test shrink::tests::shrink_int_zero_already_minimal ... ok
test shrink::tests::shrink_nullable_already_null ... ok
test shrink::tests::shrink_nullable_non_null ... ok
test shrink::tests::shrink_object_empty_fields ... ok
test shrink::tests::shrink_object_removes_fields ... ok
test shrink::tests::shrink_opaque_returns_empty ... ok
test shrink::tests::shrink_string_empty_already_minimal ... ok
test shrink::tests::shrink_string_multi_char ... ok
test shrink::tests::shrink_string_single_char ... ok
test shrink::tests::shrink_union_collects_from_variants ... ok
test shrink::tests::shrink_unknown_returns_empty ... ok
test snapshot::tests::diff_detects_new_behaviors ... ok
test snapshot::tests::diff_detects_new_function ... ok
test snapshot::tests::diff_detects_regression_changed_return_value ... ok
test snapshot::tests::diff_detects_regression_return_became_error ... ok
test snapshot::tests::diff_detects_removed_behaviors ... ok
test snapshot::tests::diff_detects_removed_function ... ok
test snapshot::tests::diff_empty_snapshots ... ok
test snapshot::tests::diff_identical_snapshots_all_match ... ok
test snapshot::tests::diff_mixed_scenario ... ok
test snapshot::tests::diff_report_format ... ok
test snapshot::tests::diff_report_shows_error_outcomes ... ok
test snapshot::tests::snapshot_diff_round_trips ... ok
test snapshot::tests::snapshot_from_behavior_map_end_to_end ... ok
test snapshot::tests::snapshot_from_multiple_behavior_maps ... ok
test snapshot::tests::snapshot_from_single_behavior_map ... ok
test snapshot::tests::snapshot_includes_error_behaviors ... ok
test snapshot::tests::snapshot_json_is_pretty_and_stable ... ok
test snapshot::tests::snapshot_file_round_trip ... ok
test snapshot::tests::snapshot_round_trips_through_json ... ok
test orchestrator::tests::prop_tests::constraint_accumulation_is_monotonic ... ok
test shrink::tests::prop_tests::shrink_str_len_leq_original ... ok
test export::tests::proptests::go_export_structural_validity ... ok
test solver::tests::arithmetic_in_constraints ... ok
test solver::tests::bitwise_not_constraint ... ok
test solver::tests::bitwise_not_specific_value ... ok
test solver::tests::bool_constraint_satisfiable ... ok
test scan_orchestrator::tests::parallel_scan_with_noop_frontend ... ok
test solver::tests::call_expr_returns_error ... ok
test solver::tests::negate_index_out_of_bounds_returns_error ... ok
test solver::tests::multi_variable_constraints ... ok
test solver::tests::logical_and_constraint ... ok
test solver::tests::negation_unop ... ok
test solver::tests::mixed_int_float_comparison ... ok
test solver::tests::all_operations_produce_declared_sort ... ok
test solver::tests::nested_param_path_creates_distinct_variable ... ok
test solver::tests::negate_first_branch ... ok
test scm::tests::test_changed_files_runs_without_error ... ok
test solver::tests::prop_tests::bool_const_infers_bool ... ok
test solver::tests::negate_last_branch_finds_new_path ... ok
test solver::tests::nested_arithmetic_comparison ... ok
test solver::tests::prop_tests::float_const_infers_real ... ok
test solver::tests::prop_tests::int_const_infers_int ... ok
test solver::tests::not_unop ... ok
test solver::tests::prop_tests::str_const_infers_str ... ok
test solver::tests::prop_tests::infer_sort_never_panics ... ok
test analysis_cache::tests::cache_miss_on_modified_file ... ok
test analysis_cache::tests::touch_without_content_change_is_cache_hit ... ok
test solver::tests::prop_tests::type_info_to_sort_primitives ... ok
test solver::tests::prop_tests::type_info_to_sort_nullable_unwraps ... ok
test protocol::tests::prop_tests::function_analysis_round_trips ... ok
test solver::tests::solver_timeout_does_not_panic ... ok
test solver::tests::spec_aliases_match_generated_code ... ok
test solver::tests::string_char_at_constraint ... ok
test solver::tests::prop_tests::build_param_sorts_maps_all_params ... ok
test solver::tests::string_contains_go_style ... ok
test solver::tests::string_ends_with_sat ... ok
test solver::tests::solve_for_new_path_multi_constraint ... ok
test solver::tests::string_equality_satisfiable ... ok
test solver::tests::string_concat_constraint ... ok
test solver::tests::satisfiable_int_constraints ... ok
test solver::tests::string_has_prefix_go_style ... ok
test solver::tests::string_includes_negated_unsat ... ok
test solver::tests::string_index_go_style ... ok
test protocol::tests::prop_tests::execute_result_round_trips ... ok
test solver::tests::string_has_suffix_go_style ... ok
test solver::tests::string_index_of_found ... ok
test solver::tests::string_index_of_not_found ... ok
test solver::tests::string_includes_sat ... ok
test solver::tests::string_ordering_ge ... ok
test solver::tests::string_slice_constraint ... ok
test solver::tests::string_ordering_contradictory_is_unsat ... ok
test solver::tests::string_ordering_lt ... ok
test solver::tests::string_inequality_unsatisfiable ... ok
test solver::tests::typeof_bool_param ... ok
test solver::tests::string_length_constraint ... ok
test solver::tests::string_starts_with_sat ... ok
test solver::tests::typeof_int_param ... ok
test solver::tests::unknown_expr_returns_error ... ok
test spec::tests::all_z3_branches_means_proven ... ok
test spec::tests::build_spec_empty_classes ... ok
test solver::tests::unrecognized_call_returns_error ... ok
test spec::tests::build_spec_from_exploration_and_classes ... ok
test spec::tests::build_spec_with_error_class ... ok
test spec::tests::build_spec_with_void_return ... ok
test spec::tests::categorize_invariant_kinds ... ok
test spec::tests::empty_branch_path_stays_observed ... ok
test spec::tests::confidence_level_thresholds ... ok
test spec::tests::file_spec_bundle_round_trip ... ok
test spec::tests::format_precondition_all_variants ... ok
test spec::tests::format_spec_json_contains_expected_fields ... ok
test spec::tests::format_spec_json_round_trips ... ok
test spec::tests::format_side_effect_all_variants ... ok
test spec::tests::format_spec_markdown_contains_all_sections ... ok
test spec::tests::format_spec_markdown_error_class ... ok
test spec::tests::format_spec_markdown_includes_class_invariants ... ok
test spec::tests::format_spec_markdown_includes_function_invariants ... ok
test spec::tests::format_spec_markdown_no_location ... ok
test solver::tests::typeof_string_constant ... ok
test spec::tests::format_spec_markdown_no_preconditions ... ok
test spec::tests::format_spec_yaml_empty_invariants_omitted ... ok
test spec::tests::format_spec_yaml_with_invariants ... ok
test spec::tests::full_spec_round_trip_with_all_fields ... ok
test solver::tests::unsatisfiable_int_constraints ... ok
test spec::tests::incremental_plan_all_fresh ... ok
test spec::tests::incremental_plan_new_function ... ok
test spec::tests::incremental_plan_caller_stale_when_callee_changes ... ok
test spec::tests::incremental_plan_removed_function ... ok
test spec::tests::incremental_plan_stale_on_fingerprint_mismatch ... ok
test spec::tests::incremental_plan_stale_when_no_fingerprint ... ok
test spec::tests::invariants_present_in_json_when_populated ... ok
test spec::tests::invariants_skipped_in_json_when_empty ... ok
test spec::tests::merge_with_empty_existing ... ok
test spec::tests::merge_with_no_new_specs ... ok
test spec::tests::merge_preserves_fresh_drops_removed ... ok
test spec::tests::postcondition_serialization_round_trips ... ok
test solver::tests::typeof_mismatch_is_unsat ... ok
test spec::tests::proptests::invariant_conversion_maps_category ... ok
test spec::tests::proptests::invariant_conversion_maps_confidence ... ok
test spec::tests::proptests::invariant_conversion_preserves_label ... ok
test spec::tests::proptests::format_spec_markdown_structural_validity ... ok
test spec::tests::proptests::function_spec_json_roundtrip ... ok
test spec::tests::proptests::function_spec_yaml_roundtrip ... ok
test solver::tests::prop_tests::string_params_solved_as_strings ... ok
test spec::tests::provenance_serialization_round_trips ... ok
test spec::tests::read_file_spec_bundle_invalid_json ... ok
test spec::tests::read_file_spec_bundle_nonexistent_file ... ok
test spec::tests::spec_invariant_from_classified ... ok
test spec::tests::spec_invariant_medium_confidence ... ok
test spec::tests::spec_invariant_serialization_round_trips ... ok
test spec::tests::spec_io_error_display ... ok
test spec::tests::write_and_read_file_spec_bundle_round_trip ... ok
test spec::tests::write_file_spec_bundle_creates_parent_dirs ... ok
test spec::tests::proptests::merge_idempotent_with_empty_new_specs ... ok
test spec::tests::z3_discovered_branches_get_proven_provenance ... ok
test spec_diff::tests::changed_postcondition_error_to_return ... ok
test spec_diff::tests::changed_postcondition_return_value ... ok
test spec_diff::tests::coverage_drop_detected ... ok
test spec_diff::tests::deterministic_field_still_reports_postcondition_diff ... ok
test spec_diff::tests::empty_specs_produce_empty_diff ... ok
test spec_diff::tests::format_text_empty_diff ... ok
test spec_diff::tests::added_class_detected ... ok
test spec_diff::tests::identical_specs_produce_empty_diff ... ok
test spec_diff::tests::format_text_produces_readable_output ... ok
test spec_diff::tests::json_output_round_trips ... ok
test spec_diff::tests::lost_property_all_return_to_mixed ... ok
test spec_diff::tests::nondeterministic_field_excludes_postcondition_diff ... ok
test spec_diff::tests::mixed_nondeterministic_and_deterministic_changes ... ok
test spec_diff::tests::precondition_widened ... ok
test spec_diff::tests::removed_class_detected ... ok
test spec_diff::tests::throws_postcondition_not_affected_by_return_nondeterminism ... ok
test spec_diff::tests::whole_return_nondeterministic_skips_comparison ... ok
test strategy::tests::adaptive_cold_start_gives_fair_share ... ok
test spec_diff::tests::precondition_narrowed ... ok
test strategy::tests::boundary_seeds_empty_params ... ok
test strategy::tests::boundary_seeds_bool_exhausts_after_two ... ok
test strategy::tests::boundary_seeds_estimated_size_matches_drain_count ... ok
test strategy::tests::boundary_seeds_multi_param_pairwise ... ok
test strategy::tests::boundary_seeds_name ... ok
test strategy::tests::boundary_seeds_single_int_param ... ok
test strategy::tests::boundary_seeds_single_string_param ... ok
test strategy::tests::boundary_seeds_unknown_type_yields_nothing ... ok
test strategy::tests::effective_cold_start_clamped_to_estimated_size ... ok
test strategy::tests::exhaustible_strategy_returns_none_when_done ... ok
test strategy::tests::feedback_fans_out_to_all_strategies ... ok
test strategy::tests::floor_prevents_zero_allocation ... ok
test strategy::tests::fuzzer_estimated_size_is_none ... ok
test strategy::tests::fuzzer_name_is_fuzzer ... ok
test strategy::tests::fuzzer_crossover_with_two_seeds ... ok
test strategy::tests::fuzzer_records_new_path_inputs ... ok
test strategy::tests::fuzzer_produces_mutations_after_unknown_feedback ... ok
test strategy::tests::fuzzer_returns_none_without_feedback ... ok
test strategy::tests::hit_rate_empty_window ... ok
test strategy::tests::hit_rate_mixed ... ok
test strategy::tests::literals_strategy_empty_literals ... ok
test strategy::tests::literals_strategy_empty_params ... ok
test strategy::tests::literals_strategy_estimated_size_matches_drain ... ok
test strategy::tests::literals_strategy_exhausts_then_none ... ok
test strategy::tests::literals_strategy_name ... ok
test strategy::tests::literals_strategy_yields_expected_candidates ... ok
test strategy::tests::meta_returns_none_when_all_exhausted ... ok
test strategy::tests::meta_round_robin_interleaves_strategies ... ok
test strategy::tests::hit_rate_all_hits ... ok
test strategy::tests::pool_seeds_empty ... ok
test strategy::tests::meta_skips_exhausted_strategies ... ok
test strategy::tests::pool_seeds_exhausts ... ok
test strategy::tests::pool_seeds_yields_in_order ... ok
test strategy::tests::random_strategy_deterministic_with_seed ... ok
test strategy::tests::random_strategy_estimated_size_is_none ... ok
test strategy::tests::random_strategy_name ... ok
test strategy::tests::random_strategy_never_exhausts ... ok
test strategy::tests::static_weights_selection ... ok
test strategy::tests::user_provided_empty_returns_none_immediately ... ok
test strategy::tests::user_provided_estimated_size ... ok
test strategy::tests::user_provided_exhausts_then_stays_none ... ok
test strategy::tests::user_provided_preserves_ordering ... ok
test strategy::tests::weighted_select_handles_zero_weights ... ok
test stratum::tests::filter_layers_empty_range ... ok
test stratum::tests::filter_layers_selects_correct_range ... ok
test stratum::tests::parse_empty_range_is_error ... ok
test stratum::tests::parse_invalid_is_error ... ok
test stratum::tests::parse_range_both_bounds ... ok
test stratum::tests::parse_range_negative_indices ... ok
test stratum::tests::parse_range_open_end ... ok
test strategy::tests::random_strategy_produces_type_appropriate_values ... ok
test stratum::tests::parse_single_negative ... ok
test stratum::tests::parse_single_positive ... ok
test stratum::tests::parse_range_open_start ... ok
test stratum::tests::proptests::filter_layers_indices_in_range ... ok
test stratum::tests::proptests::arbitrary_input_never_panics ... ok
test stratum::tests::proptests::negative_zero_is_max_layer ... ok
test stratum::tests::proptests::open_start_begins_at_zero ... ok
test stratum::tests::proptests::open_end_reaches_max_layer ... ok
test stratum::tests::proptests::resolved_range_within_bounds ... ok
test stratum::tests::resolve_clamps_beyond_max ... ok
test stratum::tests::resolve_negative_beyond_max_clamps_to_zero ... ok
test stratum::tests::proptests::valid_specs_always_parse ... ok
test stratum::tests::resolve_range_negative ... ok
test stratum::tests::resolve_range_open_start ... ok
test stratum::tests::resolve_range_positive ... ok
test stratum::tests::resolve_range_open_end ... ok
test stratum::tests::resolve_single_negative_zero ... ok
test stratum::tests::resolve_single_negative_one ... ok
test string_mutation::tests::best_delimiter_none_for_no_delimiters ... ok
test stratum::tests::resolve_single_positive ... ok
test string_mutation::tests::best_delimiter_picks_most_segments ... ok
test string_mutation::tests::dispatcher_handles_ascii ... ok
test string_mutation::tests::dispatcher_covers_all_strategies ... ok
test string_mutation::tests::dispatcher_handles_emoji_only ... ok
test string_mutation::tests::dispatcher_handles_empty_string ... ok
test string_mutation::tests::dispatcher_handles_unicode ... ok
test string_mutation::tests::duplicate_segment_grows_by_one ... ok
test string_mutation::tests::dispatcher_produces_variety ... ok
test string_mutation::tests::duplicate_segment_preserves_content ... ok
test string_mutation::tests::multi_point_empty_returns_empty ... ok
test string_mutation::tests::duplicate_segment_no_delimiter_returns_original ... ok
test string_mutation::tests::multi_point_preserves_length ... ok
test string_mutation::tests::multi_point_unicode_preserves_count ... ok
test string_mutation::tests::pattern_insert_contains_original_chars ... ok
test string_mutation::tests::pattern_insert_empty_produces_fragment ... ok
test string_mutation::tests::multi_point_short_string_changes_chars ... ok
test string_mutation::tests::swap_segments_email ... ok
test string_mutation::tests::swap_segments_no_delimiter_returns_original ... ok
test string_mutation::tests::swap_segments_path ... ok
test string_mutation::tests::pattern_insert_grows_string ... ok
test string_mutation::tests::swap_segments_single_delimiter_two_parts ... ok
test string_mutation::tests::unicode_boundary_empty_produces_single_char ... ok
test string_mutation::tests::unicode_boundary_inserts_near_delimiters ... ok
test string_mutation::tests::unicode_boundary_no_delimiter_uses_edges ... ok
test string_mutation::tests::unicode_insert_adds_one_char ... ok
test string_mutation::tests::unicode_insert_empty_produces_single_char ... ok
test string_mutation::tests::weighted_char_changes_one_char ... ok
test string_mutation::tests::weighted_char_empty_returns_empty ... ok
test string_mutation::tests::unicode_insert_valid_utf8 ... ok
test string_mutation::tests::weighted_char_tends_toward_special ... ok
test sym_expr::tests::all_unop_kinds_round_trip ... ok
test sym_expr::tests::all_binop_kinds_round_trip ... ok
test sym_expr::tests::const_value_complex_round_trips ... ok
test sym_expr::tests::extract_param_names_binop_two_params ... ok
test sym_expr::tests::extract_param_names_call_with_receiver_and_args ... ok
test sym_expr::tests::extract_param_names_const_returns_empty ... ok
test sym_expr::tests::extract_param_names_deduplicates ... ok
test sym_expr::tests::extract_param_names_deeply_nested ... ok
test sym_expr::tests::extract_param_names_single_param ... ok
test sym_expr::tests::extract_param_names_unknown_returns_empty ... ok
test sym_expr::tests::extract_param_names_unop ... ok
test sym_expr::tests::extract_param_names_call_no_receiver ... ok
test sym_expr::tests::go_bitwise_ops_deserialize ... ok
test sym_expr::tests::nested_binop_round_trips ... ok
test sym_expr::tests::sym_expr_binop_round_trips ... ok
test sym_expr::tests::sym_expr_call_round_trips ... ok
test sym_expr::tests::sym_expr_call_without_receiver_round_trips ... ok
test sym_expr::tests::sym_expr_const_round_trips ... ok
test sym_expr::tests::sym_expr_param_round_trips ... ok
test sym_expr::tests::extract_param_names_with_field_path ... ok
test sym_expr::tests::sym_expr_unknown_round_trips ... ok
test sym_expr::tests::sym_expr_unop_round_trips ... ok
test sym_expr::tests::sym_expr_with_complex_const_round_trips ... ok
test sym_expr::tests::typeof_alias_deserializes_from_frontend_format ... ok
test triage::tests::binop_add_strings ... ok
test triage::tests::binop_add_integers ... ok
test triage::tests::binop_and_short_circuit ... ok
test triage::tests::binop_div_and_mod ... ok
test triage::tests::binop_and_evaluates_right_when_truthy ... ok
test triage::tests::binop_eq_integers ... ok
test triage::tests::binop_eq_null ... ok
test triage::tests::binop_div_by_zero_returns_none ... ok
test triage::tests::binop_lt_gt_le_ge ... ok
test triage::tests::binop_mixed_types_returns_none ... ok
test triage::tests::binop_mod_by_zero_returns_none ... ok
test triage::tests::binop_ne_strings ... ok
test triage::tests::binop_or_evaluates_right_when_falsy ... ok
test triage::tests::binop_or_short_circuit ... ok
test triage::tests::binop_sub_mul ... ok
test triage::tests::bitwise_ops_return_none ... ok
test triage::tests::call_char_at ... ok
test triage::tests::call_concat ... ok
test triage::tests::call_contains_free_style ... ok
test triage::tests::call_contains_receiver_style ... ok
test triage::tests::call_ends_with ... ok
test triage::tests::call_index_of ... ok
test triage::tests::call_length_free_style ... ok
test triage::tests::call_starts_with ... ok
test triage::tests::call_substr ... ok
test triage::tests::call_substr_no_end ... ok
test triage::tests::call_unknown_name_returns_none ... ok
test triage::tests::const_bool ... ok
test triage::tests::const_complex_uses_repr ... ok
test triage::tests::const_float ... ok
test triage::tests::const_int ... ok
test triage::tests::const_null_and_undefined ... ok
test triage::tests::const_string ... ok
test triage::tests::disabled_triage_returns_indeterminate ... ok
test triage::tests::in_and_instanceof_return_none ... ok
test triage::tests::indeterminate_verdicts_count_toward_total ... ok
test triage::tests::call_length_receiver_style ... ok
test triage::tests::misprediction_disables_triage ... ok
test triage::tests::low_skip_rate_disables_triage ... ok
test triage::tests::misprediction_within_tolerance_stays_enabled ... ok
test triage::tests::nested_and_with_comparisons ... ok
test triage::tests::nested_string_length_comparison ... ok
test triage::tests::no_disable_before_min_verdicts ... ok
test triage::tests::param_lookup_by_name ... ok
test triage::tests::param_lookup_second_param ... ok
test triage::tests::param_missing_name_returns_none ... ok
test triage::tests::param_missing_field_returns_none ... ok
test triage::tests::param_nested_field_path ... ok
test triage::tests::param_with_field_path ... ok
test triage::tests::predict_branch_indeterminate_unknown_constraint ... ok
test triage::tests::predict_branch_indeterminate_unresolvable_expr ... ok
test triage::tests::predict_branch_taken ... ok
test triage::tests::record_sample_noop_when_disabled ... ok
test triage::tests::record_verdict_noop_when_disabled ... ok
test triage::tests::should_sample_at_interval ... ok
test triage::tests::string_op_with_non_string_returns_none ... ok
test triage::tests::sufficient_skip_rate_stays_enabled ... ok
test triage::tests::triage_dedup_preserves_observed_directions_from_both ... ok
test triage::tests::triage_multi_trace_first_novel_wins ... ok
test triage::tests::triage_state_cap_at_64 ... ok
test triage::tests::triage_state_dedup_same_branch_id_sequence ... ok
test triage::tests::triage_state_observed_directions_updated ... ok
test triage::tests::triage_state_trace_accumulation ... ok
test triage::tests::triage_verdict_execute_novel_direction ... ok
test triage::tests::predict_branch_not_taken ... ok
test triage::tests::triage_verdict_execute_novel_path_hash ... ok
test triage::tests::triage_verdict_indeterminate_no_traces ... ok
test triage::tests::triage_verdict_indeterminate_too_many_unknowns ... ok
test triage::tests::triage_verdict_skip_when_path_covered ... ok
test triage::tests::truthiness_edge_cases ... ok
test triage::tests::unknown_in_binop_propagates_none ... ok
test triage::tests::unknown_in_unop_propagates_none ... ok
test triage::tests::unknown_returns_none ... ok
test triage::tests::unop_bitwise_not_returns_none ... ok
test triage::tests::unop_neg ... ok
test triage::tests::unop_not ... ok
test triage::tests::unop_typeof_returns_none ... ok
test types::tests::complex_kind_all_variants_round_trip ... ok
test types::tests::array_type_round_trips ... ok
test types::tests::complex_type_info_empty_metadata_no_inner_round_trips ... ok
test types::tests::complex_type_info_result_with_inner_round_trips ... ok
test types::tests::complex_kind_serializes_to_snake_case ... ok
test types::tests::complex_type_info_with_inner_round_trips ... ok
test types::tests::find_opaque_label_direct ... ok
test types::tests::find_opaque_label_nested ... ok
test types::tests::find_opaque_label_none_for_primitive_tree ... ok
test types::tests::find_opaque_label_returns_first ... ok
test types::tests::has_opaque_direct ... ok
test types::tests::has_opaque_false_for_all_primitive_tree ... ok
test types::tests::has_opaque_false_for_primitives ... ok
test types::tests::has_opaque_nested_in_array ... ok
test types::tests::has_opaque_nested_in_nullable ... ok
test types::tests::has_opaque_nested_in_object ... ok
test types::tests::nested_type_round_trips ... ok
test types::tests::complex_type_info_with_metadata_round_trips ... ok
test types::tests::object_type_round_trips ... ok
test types::tests::opaque_round_trips ... ok
test types::tests::nullable_type_round_trips ... ok
test types::tests::param_info_round_trips ... ok
test types::tests::param_info_with_unknown_type_round_trips ... ok
test types::tests::union_type_round_trips ... ok
test types::tests::primitive_types_round_trip ... ok
test spec::tests::proptests::merge_drops_removed ... ok
test spec::tests::proptests::merge_new_specs_override_existing ... ok
test scan_orchestrator::tests::parallel_scan_respawns_frontend_after_timeout ... ok
test solver::tests::prop_tests::negate_preserves_type_correctness ... ok
test solver::tests::prop_tests::well_typed_constraints_never_panic ... ok
test solver::tests::prop_tests::solved_values_match_param_types ... ok
test solver::tests::prop_tests::multi_param_type_preservation ... ok
test solver::tests::prop_tests::negation_at_any_valid_index_never_panics ... ok
test spec::tests::proptests::merge_output_count ... ok
test spec::tests::proptests::merge_result_subset_of_current_names ... ok
test result: ok. 1476 passed; 0 failed; 0 ignored; 0 measured; 0 filtered out; finished in 10.03s
running 5 tests
test concolic_validateemail_discovers_string_paths ... FAILED
test concolic_safedivide_discovers_error_paths ... FAILED
test concolic_classifynumber_discovers_all_branches ... FAILED
test concolic_comparemagnitudes_discovers_compound_branches ... FAILED
test concolic_validateemail_with_literal_seeds ... FAILED
test result: FAILED. 0 passed; 5 failed; 0 ignored; 0 measured; 0 filtered out; finished in 0.00s
